,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Available From,Available Till,City,Total Fee,Number of Hrs. Available
1390,Dr. Senthil Kumar Dhandapani,Homeopathy,24.0,"M.Phil - Psychology, MD - Alternate Medicine, M.Sc - Psychology, BHMS",500.0,600.0,Vivekananda Homeo Clinic & Psychological Counseling Center,Velachery,10:00:00,12:30:00,Chennai,1100.0,02:30
1391,Dr. Narendar B,Homeopathy,22.0,"MD - Homeopathy, BHMS",500.0,0.0,Dr Narenss Homoeopathy Clinic,Virugambakkam,09:30:00,13:00:00,Chennai,500.0,03:30
1392,Dr. Gokulakannan V,Homeopathy,15.0,"BHMS, MPH",200.0,100.0,DOCTOR G HOMEO CLINIC,Medavakkam,18:00:00,21:30:00,Chennai,300.0,03:30
1393,Dr. Rochas Berlin,Homeopathy,17.0,"BHMS, MSc COUNSELLING AND PSYCHOTHERAPY",500.0,600.0,Wellness care  Homoeo clinic,Porur,10:00:00,12:00:00,Chennai,1100.0,02:00
1394,Dr. G.Nirmal Md,Homeopathy,22.0,"MD - Homeopathy, BHMS",500.0,350.0,Niveena Homoeo Clinic,Ayanavaram,18:00:00,21:00:00,Chennai,850.0,03:00
1395,Dr. Dhivya,Homeopathy,14.0,BHMS,300.0,100.0,Dr.D's Homoeo Clinic,Velachery,10:00:00,13:00:00,Chennai,400.0,03:00
1396,Dr. Pushpa J,Homeopathy,19.0,BHMS,300.0,300.0,Pushpa Homoeo Clinic,Chennai,17:00:00,19:00:00,Chennai,600.0,02:00
1397,Dr. Ramesh Ram R P D,Homeopathy,21.0,BHMS,500.0,700.0,Vaasanthi Homeo Clinic,Mugalivakkam,08:00:00,11:00:00,Chennai,1200.0,03:00
1398,Dr. Gokulkannan,Homeopathy,15.0,"M.P.H, B.H.M.S",100.0,500.0,Dr. G Homeopathy Clinic,Medavakkam,18:00:00,21:00:00,Chennai,600.0,03:00
1399,Dr. Shanthaa Sheela,Homeopathy,18.0,BHMS,0.0,600.0,Dr. Sheela Homeopathic Healthcare Clinic,Vengaivasal,17:00:00,20:00:00,Chennai,600.0,03:00
1400,Dr. Jayapradha T,Homeopathy,22.0,"BHMS, MBA, PGDHDM, Masters in Psychology",500.0,300.0,ECSTASY HEALTH CARE CLINIC,Chennai,16:00:00,21:00:00,Chennai,800.0,05:00
1401,Dr. Vinita G,Homeopathy,23.0,BHMS,500.0,300.0,Dr. Vinita Krishna's Homoeopathic Clinic,Nungambakkam,17:00:00,20:00:00,Chennai,800.0,03:00
1402,Dr. Radha Reddy,Homeopathy,16.0,BHMS,300.0,500.0,Dr.Radha,Tambaram East,10:00:00,13:00:00,Chennai,800.0,03:00
1403,Dr. Mathi,Homeopathy,15.0,BHMS,200.0,0.0,All Cure Homeopathy,Velachery,09:00:00,20:00:00,Chennai,200.0,11:00
1404,Dr. Kairali Dileep,Homeopathy,39.0,DHMS (Diploma in Homeopathic Medicine and Surgery),200.0,300.0,Nandanam Homoeo Clinic,Avadi,17:00:00,20:00:00,Chennai,500.0,03:00
1405,Dr. Kannusamy Sundaram,Homeopathy,24.0,BHMS,300.0,300.0,Sastha Homeo clinic,Arumbakkam,09:30:00,13:00:00,Chennai,600.0,03:30
1406,Dr. D.Senthil Kumar,Homeopathy,24.0,BHMS,300.0,500.0,Vivekanantha Homeopathy Clinic,Velachery,10:00:00,14:30:00,Chennai,800.0,04:30
1407,Dr. Nritiya Dave,Homeopathy,0.0,Not Mentioned,0.0,500.0,Revive homeo clinic,Purasaivakkam,10:00:00,20:00:00,Chennai,500.0,10:00
1408,Dr. Sundarapandiyaraj Sakkaravarthy,Homeopathy,9.0,"BHMS, Msc - Physiotherapist, M.D Homoeopathy",500.0,100.0,Al-Shifa Multi Speciality Clinic,Manali,08:45:00,13:00:00,Chennai,600.0,04:15
1409,Dr. Anita Aswini M.P,Homeopathy,19.0,BHMS,200.0,200.0,Dgm,Madambakkam,11:00:00,20:30:00,Chennai,400.0,09:30
1410,Dr. N.R.Jayakumar,Homeopathy,0.0,Not Mentioned,400.0,0.0,Madan Homoeo Clinic & Pharmacy,Adambakkam,09:00:00,13:00:00,Chennai,400.0,04:00
1411,Dr. Subhramita Panda,Homeopathy,23.0,BHMS,200.0,200.0,Dr. Meeta Homeopathy Clinic,Chennai,17:00:00,20:00:00,Chennai,400.0,03:00
1412,Dr. Gayathri Devi,Homeopathy,17.0,BHMS,100.0,100.0,Shirdi Homoeopathic Centre,Ayapakkam,17:00:00,20:00:00,Chennai,200.0,03:00
1413,Dr. Saravanan,Homeopathy,18.0,"BHMS, Diploma in Naturopathy & Yogic Science (DNYS), MD - Acupuncture",200.0,0.0,Priyam Clinic,Tambaram East,09:00:00,14:00:00,Chennai,200.0,05:00
1414,Dr. Pooja Preethi,Homeopathy,6.0,BHMS,300.0,0.0,Sugam Homeopathy Hospital,Tambaram,13:00:00,21:00:00,Chennai,300.0,08:00
1415,Dr. Harsha Mehta,Homeopathy,0.0,Not Mentioned,500.0,500.0,Dr. Harsha Mehta,Anna Nagar,17:30:00,19:30:00,Chennai,1000.0,02:00
1416,Dr. Leo Laner Victor,Homeopathy,9.0,"BHMS, MD (Hom) Psychiatry",500.0,0.0,Homoeopathy Cure Center,Chennai,16:00:00,21:30:00,Chennai,500.0,05:30
1417,Dr. Sanghvi's  Nature Clinic,Homeopathy,0.0,Not Mentioned,0.0,350.0,Dr.Sanghvi's Nature clinic,Nungambakkam,10:00:00,19:00:00,Chennai,350.0,09:00
1418,Dr. Jayesh V. Sanghvi,Homeopathy,43.0,"DHMS, MD - Homeopathy",0.0,350.0,Dr.Sanghvi's Nature clinic,Nungambakkam,14:00:00,18:00:00,Chennai,350.0,04:00
1419,Sneha Iyer,Homeopathy,4.0,BHMS,500.0,380.0,Visheshomeo,Rajakilpakkam,09:00:00,20:30:00,Chennai,880.0,11:30
1420,Dr. Basima Muassam,Homeopathy,13.0,BHMS,300.0,500.0,Naturo Shifa Homoeopathic Clinic,Maraimalai Nagar,20:00:00,21:30:00,Chennai,800.0,01:30
1421,Dr. Shilpi Verma,Homeopathy,13.0,"BHMS, MSc COUNSELLING AND PSYCHOTHERAPY",300.0,600.0,dr shilpi verma,Chennai,07:00:00,19:00:00,Chennai,900.0,12:00
1422,Dr. Sadhana J,Homeopathy,0.0,Not Mentioned,250.0,150.0,mashan,Anna Nagar,08:30:00,14:30:00,Chennai,400.0,06:00
1423,Dr. Kannan,Homeopathy,29.0,BHMS,250.0,0.0,Vaigai Homeo Clinic,K K Nagar,17:00:00,20:30:00,Chennai,250.0,03:30
1424,Dr. Jenny R,Homeopathy,17.0,"BHMS, MBA (Healthcare)",500.0,0.0,Newlife Homoeopathic SpecialityCentre,Puzhal,17:00:00,21:00:00,Chennai,500.0,04:00
1425,Dr. Treesa V John,Homeopathy,17.0,"BHMS, M.Sc - Applied Psychology, Certificate in CBT",300.0,200.0,Dr Treesa’s Speciality Homeopathy,Velachery,10:00:00,12:00:00,Chennai,500.0,02:00
1426,Dr. R.  Vijay Kumar,Homeopathy,15.0,BHMS,600.0,0.0,Vijay Homeo Clinic,Chennai,10:00:00,13:00:00,Chennai,600.0,03:00
1427,Dr. Sharadhakumari George,Homeopathy,42.0,DHMS (Diploma in Homeopathic Medicine and Surgery),500.0,0.0,Dr. Sharadha Kumari Homeopathy,Chennai,16:00:00,21:00:00,Chennai,500.0,05:00
1428,Joy Selin,Homeopathy,8.0,BHMS,0.0,150.0,Joy Homoeo Care,Chennai,,,Chennai,150.0,
1429,Dr. V. Rajeswari,Homeopathy,15.0,BHMS,200.0,0.0,N Homoeopathy Clinic,Velachery,09:30:00,22:00:00,Chennai,200.0,12:30
1430,Dr. L Kannan,Homeopathy,34.0,BHMS,200.0,0.0,Vaigai Homeo Clinic,K K Nagar,17:00:00,21:30:00,Chennai,200.0,04:30
1431,Dr. Maheshwari Sampath,Homeopathy,3.0,BHMS,200.0,0.0,VRN homeopathy Clinic,Padur,18:30:00,09:00:00,Chennai,200.0,14:30
1432,Dr. Sathya Moorthi,Homeopathy,16.0,BHMS,150.0,0.0,Kanmani Homeo Clinic,Nanganallur,18:00:00,21:30:00,Chennai,150.0,03:30
1433,Dr. Balasubramaniyan,Homeopathy,12.0,BHMS,200.0,0.0,Divyam Homeo Clinic,Chennai,09:30:00,13:00:00,Chennai,200.0,03:30
1434,Ms. Hemamalini Lakshminarasimhan,Psychologist,13.0,MS - Psychotherapy & Counselling,800.0,300.0,Sadbhava Counselling and Training Services,Anna Nagar,10:00:00,14:00:00,Chennai,1100.0,04:00
1435,Ms. Mufina,Psychologist,6.0,"M.Sc.Counselling Psychology, Diploma in Mental Health, Diploma in Business and Managerial ...read more",600.0,249.0,MIND SERENITY,Chennai,16:00:00,17:30:00,Chennai,849.0,01:30
1436,Mr. Rajendran,Psychologist,15.0,"M.Sc.,",200.0,100.0,Psychologist Rajendran,Chennai,10:30:00,16:30:00,Chennai,300.0,06:00
1437,Ms. Muthulakshmi Balasubramanian,Psychologist,8.0,"M.Sc (Psy.), B.Sc Psychology, Post graduation in counseling and family therapy",500.0,450.0,Online / Onsiteconsultation,sholinganallur,10:30:00,19:00:00,Chennai,950.0,08:30
1438,Dr. Abilasha,Psychologist,16.0,Ph. D - Psychology,0.0,0.0,Dr.Abilasha,Anna Nagar,10:00:00,21:00:00,Chennai,0.0,11:00
1439,Mr. Simhan Ln,Psychologist,12.0,"M Phil Psychology, M Sc Applied Psychology",500.0,300.0,FnX Fitness Studio 4 Mind,Ramapuram,09:00:00,11:00:00,Chennai,800.0,02:00
1440,Ms. Vanitha Nandhan,Psychologist,11.0,M.Phill,300.0,0.0,TEMPZ Psychological Clinical Lab,Mogappair,17:30:00,21:00:00,Chennai,300.0,03:30
1441,Dr. Parimal Pandit,Psychologist,30.0,MA - Clinic Psychology,0.0,350.0,Tharu Clinic,Chennai,11:00:00,16:00:00,Chennai,350.0,05:00
1442,Dr. Kalpana Suryakumar,Psychologist,21.0,MSc Guidance & Counseling,750.0,0.0,MANAS Counseling Services,Chennai,,,Chennai,750.0,
1443,Dr. T Santhanam,Psychologist,35.0,PHD Psychology,800.0,0.0,Vigneshwara Counselling and Psychological Clinic,Velachery,10:00:00,21:00:00,Chennai,800.0,11:00
1444,Ms. Mala Thyagarajan K,Psychologist,17.0,MS Psychology,500.0,0.0,Screen Mind Spa,Kolapakkam,08:00:00,20:00:00,Chennai,500.0,12:00
1445,Mr. Senthil Kumar,Psychologist,17.0,Msc - Psychology,600.0,0.0,Mind care centre,Avadi,18:00:00,21:00:00,Chennai,600.0,03:00
1446,Dr. Muthulakshmi,Psychologist,11.0,"M.Sc - Psychology, PG Diploma in Counselling and Family Therapy, B Sc Psychology",850.0,500.0,Prime Family Clinic (On Call),Chennai,09:00:00,22:00:00,Chennai,1350.0,13:00
1447,Mr. Chitrarasu G,Psychologist,15.0,M.Sc - Psychology,500.0,0.0,Mind Above Mode,Tambaram,17:00:00,21:00:00,Chennai,500.0,04:00
1448,Ms. Gajalakshmi P.T.,Psychologist,9.0,MPhil (Clinical Psychology),0.0,550.0,PsyZone,Kilpauk,10:00:00,16:00:00,Chennai,550.0,06:00
1449,Joseph Washington,Psychologist,17.0,"Ph..D., M.Phil - Psychology",700.0,0.0,Counselling Chennail,Anna Salai,09:00:00,21:00:00,Chennai,700.0,12:00
1450,Dr. Padma Chandrasekaran,Psychologist,16.0,M.Sc Psychology,750.0,0.0,Arc International Fertility & Research Centre,Egmore,08:00:00,22:00:00,Chennai,750.0,14:00
1451,Ms. Anupama Vinod,Psychologist,10.0,MSc - Psychotherapy And Counselling,900.0,0.0,Manas Sarovar Wellbeing Centre,Chennai,07:00:00,07:00:00,Chennai,900.0,00:00
1452,Dr. Anya Kumar,Psychologist,15.0,"M.Sc Counseling Psychology, M.A Clinical Psychology",700.0,0.0,Shalom,Mandaveli,11:00:00,21:00:00,Chennai,700.0,10:00
1453,Mrs. Vennila Mary,Psychologist,0.0,Not Mentioned,0.0,500.0,Jasam Counselling Centre,Madipakkam,11:00:00,15:00:00,Chennai,500.0,04:00
1454,Dr. Nishok A,Psychologist,0.0,Not Mentioned,0.0,600.0,Trishul Mind Power Clinic,Chennai,10:00:00,21:00:00,Chennai,600.0,11:00
1455,Ms. Thaheera Sirin,Psychologist,2.0,M.Phil- Clinical Psychology,400.0,500.0,EMRI Green Heath Services,Chennai,10:00:00,19:00:00,Chennai,900.0,09:00
1456,Mr. Azeem,Psychologist,0.0,Not Mentioned,500.0,100.0,Spirituality Health and Inner Values Academy,Chennai,,,Chennai,600.0,
1457,Dr. Sangita Santosham,Psychologist,20.0,"M.Sc - Psychology, M.Phil - Clinical Psychology, MA - Applied Behavioural Science",500.0,0.0,Santosham Chest Hospital,Egmore,18:30:00,20:30:00,Chennai,500.0,02:00
1458,Dr. Vidya Muralidharan,Psychologist,12.0,Masters in Philosophy,500.0,100.0,Vidya Muralidharan,Egmore,15:00:00,15:30:00,Chennai,600.0,00:30
1459,Nishok Sa,Psychologist,0.0,Not Mentioned,500.0,300.0,Trishool Power,Choolaimedu,09:00:00,17:00:00,Chennai,800.0,08:00
1460,Ms. Srivithya,Psychologist,5.0,"Masters of science in psychology, Diploma in Counselling Skills",500.0,300.0,Murari Hospital,Madhavaram,18:00:00,20:30:00,Chennai,800.0,02:30
1461,Dr. Gowthaman Krishnamoorthy,Ayurveda,23.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",500.0,500.0,Wellness Guruji Camps - Kodambakkam,Kodambakkam,10:00:00,18:00:00,Chennai,1000.0,08:00
1462,Dr. Puthumaivinayagam Jeyaprakash Narayanan,Ayurveda,48.0,M.D(Siddha).,500.0,500.0,Siddhalaya,Arumbakkam,10:30:00,12:00:00,Chennai,1000.0,01:30
1463,Dr. Jayashree D,Ayurveda,40.0,"Diploma in Acupuncture, Bachelor of Ayurveda, Medicine and Surgery (BAMS)",500.0,300.0,Shree Ayurvedic Multispeciality Hospital,West Mambalam,10:00:00,13:00:00,Chennai,800.0,03:00
1464,Dr. Nagalla Muni Lokesh,Ayurveda,22.0,"MD Ayurveda, Bachelor of Ayurveda, Medicine and Surgery (BAMS)",100.0,200.0,Kottakal Ayurveda Speciality Clinic,Chennai,09:00:00,19:00:00,Chennai,300.0,10:00
1465,Dr. T Ashok Kumar,Ayurveda,16.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD - Ayurveda",0.0,100.0,Dr Ashok's Ayurveda,K K Nagar,,,Chennai,100.0,
1466,Dr. Suganya V,Ayurveda,22.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",500.0,400.0,Dr Suganya’s Ayurvedic Solutions,Alwarpet,10:00:00,17:00:00,Chennai,900.0,07:00
1467,Dr. Valsala.P,Ayurveda,39.0,BAMS,300.0,300.0,Dr Valsala P Ayurvedic Clinic,Neyveli,09:00:00,19:00:00,Chennai,600.0,10:00
1468,Dr. Pushpa J,Ayurveda,19.0,BHMS,300.0,300.0,Pushpa Homoeo Clinic,Chennai,17:00:00,19:00:00,Chennai,600.0,02:00
1469,Dr. Priya John,Ayurveda,30.0,"BSMS , MD",400.0,0.0,Chennai Siddha and Ayurveda Speciality Clinic,Chennai,17:30:00,20:30:00,Chennai,400.0,03:00
1470,Dr. Rekha,Ayurveda,16.0,"MBA(Hospital Management), Bachelor of Ayurveda, Medicine & Surgery (BAMS)",150.0,100.0,Ayurmithra Ayurveda Clinic,Madambakkam,10:00:00,14:00:00,Chennai,250.0,04:00
1471,Dr. Riya Varghese,Ayurveda,15.0,"MD - Ayurveda, Bachelor of Ayurveda, Medicine and Surgery (BAMS)",300.0,350.0,Dr Riya,Chennai,18:00:00,21:00:00,Chennai,650.0,03:00
1472,Shanta Ayurveda Hospital,Ayurveda,0.0,Not Mentioned,200.0,350.0,Shanta Ayurveda Hospital,T.Nagar,16:00:00,18:00:00,Chennai,550.0,02:00
1473,Dr. P T Ezhil Selvan,Ayurveda,18.0,"PG Dip (Medical Education), Bachelor of Siddha Medicine and Surgery (B.S.M.S), Diploma in ...read more",150.0,0.0,KURINJI Siddha And Varmam Clinic,Mogappair West,08:30:00,12:00:00,Chennai,150.0,03:30
1474,Dr. Vinita G,Ayurveda,23.0,BHMS,500.0,300.0,Dr. Vinita Krishna's Homoeopathic Clinic,Nungambakkam,17:00:00,20:00:00,Chennai,800.0,03:00
1475,Dr. Pavithra,Ayurveda,15.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD - Acupuncture, MSc -Psychology",150.0,0.0,Dr Pavithra Ayurveda clinic,Thirumangalam,10:00:00,20:00:00,Chennai,150.0,10:00
1476,Dr. Sindhu V,Ayurveda,5.0,"MD-Siddha, BSMS, MD-Siddha, BSMS",250.0,200.0,Siddha 365 Health Care,Villivakkam,10:00:00,21:30:00,Chennai,450.0,11:30
1477,Dr. Santhosh Selvam,Ayurveda,15.0,"M.S., B.S.M.S",500.0,0.0,Sakthi's Hospital And Research Center,Vadapalani,11:00:00,19:00:00,Chennai,500.0,08:00
1478,Dr. Purushothaman,Ayurveda,9.0,"MD - Acupuncture, M.D - Varmakalai, MD - Yoga and Naturopathy, MD - Bio-energy healing, M....read more",300.0,500.0,SHEN Varma Acupuncture Clinic,Chennai,18:00:00,22:00:00,Chennai,800.0,04:00
1479,Dr. M.P.Agathiyar,Ayurveda,27.0,B.S.M.S,500.0,0.0,Agathiyar Siddha Hospital,Vadapalani,18:00:00,21:00:00,Chennai,500.0,03:00
1480,Narayani Krishnamurthy,Ayurveda,8.0,"DMS sonography, DRCH",100.0,0.0,MSN HEALTH & Women's Care,Thiruninravur,17:30:00,22:00:00,Chennai,100.0,04:30
1481,Dr. Mohamed Rizwan N,Ayurveda,0.0,Not Mentioned,200.0,300.0,Riz Heal Natural Health Care & Research Centre,Chennai,10:00:00,13:00:00,Chennai,500.0,03:00
1482,Dr. Rajesh Verma,Ayurveda,17.0,"BEMS, MD - Acupuncture, Ph.D- Ayurveda",500.0,500.0,BLISS MEDICAL CARE,Chennai,14:00:00,18:00:00,Chennai,1000.0,04:00
1483,Dr. M Harikrishnan,Ayurveda,14.0,MD(Ayurveda),100.0,300.0,Dr Hari's Samhita Ayurvedashala,West Mambalam,19:00:00,21:00:00,Chennai,400.0,02:00
1484,Dr. K T Jayakrishnan,Ayurveda,38.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",300.0,350.0,Shanta Ayurveda Hospital,T.Nagar,16:00:00,18:00:00,Chennai,650.0,02:00
1485,Dr. P Senthil Kumar,Ayurveda,22.0,"MD-Siddha, BSMS",500.0,0.0,Jyothi Siddha & Ayurveda Hospital,Tambaram West,11:00:00,14:00:00,Chennai,500.0,03:00
1486,Mr. Sathieesh Chandrasekaran,Ayurveda,16.0,Bachelor of Siddha Medicine and Surgery (BSMS),100.0,1.0,sathieesh,Vadapalani,16:00:00,17:30:00,Chennai,101.0,01:30
1487,Dr. Pooja Bhandare,Ayurveda,0.0,Not Mentioned,200.0,500.0,Prisha Ayurvedic Clinic,Mahindra World City,09:30:00,21:30:00,Chennai,700.0,12:00
1488,Dr. S. Sathiya Narayana Murthy,Ayurveda,18.0,"BSMS, MSc(medical A natomy), P.G  DIP IN CRIMINOLOGY AND FORENSIC SCIENCES",150.0,0.0,Om Sakthi Siddha Health Care,GST Road,09:00:00,21:00:00,Chennai,150.0,12:00
1489,Dr. Sakthi Balan,Ayurveda,14.0,"B.A.M.S, M.Sc (yoga)",250.0,300.0,Kottakkal Arya vaidya Sala,Adyar,18:00:00,08:30:00,Chennai,550.0,14:30
1490,Dr. Deepa Purushothaman,Ayurveda,26.0,Not Mentioned,250.0,100.0,Aura Holistic Health Center & Acupuncture School,Porur,18:00:00,21:00:00,Chennai,350.0,03:00
1491,Dr. Jyothi Naresh,Ayurveda,31.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",300.0,0.0,Vinaya Clinic,Chennai,19:00:00,21:15:00,Chennai,300.0,02:15
1492,Dr. P A Sudhir,Ayurveda,28.0,"BAMS, MD - Ayurveda",100.0,0.0,Kotakkal Ayurvedic Clinic,Chennai,18:00:00,20:00:00,Chennai,100.0,02:00
1493,Sadayush Ayurvedic Care And Cure,Ayurveda,0.0,Not Mentioned,500.0,0.0,Sadayush Ayurvedic Cure and Care,Royapettah,08:00:00,18:00:00,Chennai,500.0,10:00
1494,Dr. Nihal E Kathodika,Ayurveda,14.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",500.0,50.0,Dr. Nihal,Velachery,11:00:00,17:00:00,Chennai,550.0,06:00
1495,Dr. Haridas Varier,Ayurveda,33.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",300.0,0.0,Sadayush Ayurvedic Cure and Care,Royapettah,09:00:00,18:00:00,Chennai,300.0,09:00
1496,Dr. Shailaja Sugunthan,Ayurveda,17.0,"MD-Siddha, BSMS",250.0,0.0,Arivan Siddha Varmam Clinic,Padi,16:00:00,08:00:00,Chennai,250.0,16:00
1497,Dr. V Esai Enban,Ayurveda,7.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",300.0,350.0,Shanta Ayurveda Hospital,T.Nagar,16:00:00,18:00:00,Chennai,650.0,02:00
1498,Dr. T Vamsi Latha,Ayurveda,23.0,BAMS,500.0,0.0,Shree Ayurvedic Multispeciality Hospital,Chennai,10:00:00,13:00:00,Chennai,500.0,03:00
1499,Dr. Vishnu Priya,Ayurveda,16.0,BAMS,200.0,0.0,Aditti Ayurveda & Panchakarma Clinic,Selaiyur,11:00:00,13:00:00,Chennai,200.0,02:00
1500,Dr. K Hariharan,Ayurveda,52.0,"MBBS, MNAMS - General Surgery",200.0,0.0,K H Nursing Home,Chromepet,14:30:00,16:00:00,Chennai,200.0,01:30
1501,Dr. Tejas Melkote,Dentist,20.0,"BDS, MDS - Pediatric Dentistry , Certificate Course In Conscious Sedation",500.0,250.0,Tooth Fairy Dental Care,Kondapur,10:00:00,20:00:00,Hyderabad,750.0,10:00
1502,Dr. Afroz Ghori,Dentist,16.0,"MDS, BDS",100.0,0.0,Neelofar Dental,Madhapur,10:00:00,13:00:00,Hyderabad,100.0,03:00
1503,Dr. P Parameswar Naishadham,Dentist,15.0,"MDS (ORAL & MAXILLOFACIAL PATHOLOGY), BDS",200.0,200.0,Shree Jayalakshmi dental clinic,Badangpet,10:00:00,13:30:00,Hyderabad,400.0,03:30
1504,Dr. K R Maheshwar Reddy,Dentist,18.0,"MDS - Pediatric and Preventive Dentistry, BDS",200.0,200.0,Rushi Dental Care,Nallagandla,16:00:00,20:00:00,Hyderabad,400.0,04:00
1505,Dr. Y S Reddy,Dentist,27.0,BDS,300.0,100.0,YSR Speciality dental clinic,Ameerpet,17:30:00,20:30:00,Hyderabad,400.0,03:00
1506,Dr. Siddharth Bhalerao,Dentist,21.0,"BDS, MDS, MBA (Healthcare), FAM",200.0,0.0,Dental And Maxillo-facial Clinic Dental And Maxillo-Facial Clinic,Banjara Hills,12:30:00,20:00:00,Hyderabad,200.0,07:30
1507,Dr. N.Vinod Gandhi,Dentist,12.0,"BDS, BDS",500.0,100.0,Dr.CARE DENTAL HOSPITAL,Hyderabad,10:00:00,19:00:00,Hyderabad,600.0,09:00
1508,Dr. Vineet Dubey,Dentist,14.0,BDS,100.0,100.0,Aarogyasree Army Dental Clinic,Secunderabad,,,Hyderabad,200.0,
1509,Dr. Rishabh S Gupta,Dentist,13.0,"BDS, M.Sc - Master of Oral Implantology (MOI)",400.0,100.0,Tooth Tales Dental Hospital,Gachibowli,12:00:00,17:00:00,Hyderabad,500.0,05:00
1510,Dr. Sameer. G,Dentist,16.0,BDS,100.0,300.0,Dr. Sameer's Dental Clinic & Implant Centre,Hyderabad,10:00:00,21:00:00,Hyderabad,400.0,11:00
1511,Dr. Prasad Meka,Dentist,28.0,"MDS Prosthodontics, BDS",350.0,200.0,KIMS Dental Care,Secunderabad,09:00:00,17:30:00,Hyderabad,550.0,08:30
1512,Dr. Prathyusha Prasad,Dentist,28.0,"MDS, BDS",350.0,200.0,KIMS Dental Care,Secunderabad,09:00:00,17:30:00,Hyderabad,550.0,08:30
1513,Dr. Rajavardhan K,Dentist,12.0,MDS,200.0,100.0,SRAVANI DENTAL CARE,A.S Rao Nagar,10:00:00,20:30:00,Hyderabad,300.0,10:30
1514,Dr. Hormuzd K,Dentist,23.0,MDS - Periodontics,200.0,50.0,Dr Hormuzd K Vakil,Secunderabad,07:00:00,15:00:00,Hyderabad,250.0,08:00
1515,Dr. V.S   Sharavana Kumar,Dentist,21.0,"MDS - Oral & Maxillofacial Surgery, BDS",200.0,150.0,Sundari Maternity And General Hospital,Alwal,10:00:00,13:00:00,Hyderabad,350.0,03:00
1516,Dr. Pogaku Rajkumar,Dentist,17.0,BDS,200.0,400.0,Dental City Super Speciality Dental Hospital,East Marredpally,09:30:00,13:30:00,Hyderabad,600.0,04:00
1517,Dr. Chaitanya Byragoni,Dentist,13.0,MDS Endodontist,100.0,0.0,OROCARE DENTAL CLINIC,Secunderabad,,,Hyderabad,100.0,
1518,Dr. Firas Furruq Jahangir,Dentist,12.0,BDS,100.0,200.0,ToothWise Dental Hospital,Hyderabad,16:00:00,18:00:00,Hyderabad,300.0,02:00
1519,Dr. Mohammed  Zakiullah,Dentist,11.0,BDS,100.0,100.0,Whitedent Dental Care,Gudimalkapur,17:00:00,22:00:00,Hyderabad,200.0,05:00
1520,Dr. Bharath Kommu,Dentist,14.0,BDS,200.0,0.0,SRI DURGA DENTAL CARE-HASTHINAPURAM SOUTH,Hastinapuram,09:00:00,19:00:00,Hyderabad,200.0,10:00
1521,Dr. K.Saigeeta,Dentist,10.0,"BDS, MDS - Pediatric Dentistry",100.0,200.0,Vijaya Dental Clinic,Secunderabad,17:00:00,21:00:00,Hyderabad,300.0,04:00
1522,Dr. Sampath Reddy,Dentist,27.0,"MDS ,Pediatric Dentistry",500.0,200.0,Little Smile Dental Hospital,Masab Tank,10:00:00,13:00:00,Hyderabad,700.0,03:00
1523,Dr. M. Vijaya Lakshmi,Dentist,26.0,"M.D.S, Post-Graduate Certificate in Oral Implantology (PGCOI) , B.D.S",500.0,200.0,Lakshmi Dental Clinic,Hyderabad,10:00:00,13:00:00,Hyderabad,700.0,03:00
1524,Dr. Jhansi Lakshmi Kandregula,Dentist,14.0,"BDS, MDS - Periodontics",500.0,100.0,clove dental clinic,Hyderabad,09:00:00,19:00:00,Hyderabad,600.0,10:00
1525,Dr. Khaleel Ullah Mohammad,Dentist,14.0,"BDS, MDHM",100.0,100.0,DentiQue Dental Care,Hyderabad,10:00:00,15:00:00,Hyderabad,200.0,05:00
1526,Dr. Harshavardhan Tetala,Dentist,15.0,"Certified Implantologist, BDS",100.0,100.0,Sri Harsha Dental Clinic,Jawahar Nagar,10:30:00,14:00:00,Hyderabad,200.0,03:30
1527,Dr. Niharika Nath,Dentist,25.0,BDS,500.0,150.0,Nath Dental &a Oral Surgery Clinic,Hyderguda,10:30:00,14:00:00,Hyderabad,650.0,03:30
1528,Dr. Hasan Ahmed Omair,Dentist,13.0,"Post Graduate Diploma In Hospital Administration (PGDHA), BDS",100.0,200.0,Glace Dental Care,Toli Chowki,10:00:00,14:00:00,Hyderabad,300.0,04:00
1529,Dr. Pavan Baldava,Dentist,21.0,"MDS, BDS, PGDHS IN TOBACCO CONTROL",500.0,300.0,Smilekraft Multispeciality Dental Clinic,Hyderabad,10:00:00,14:00:00,Hyderabad,800.0,04:00
1530,Dr. Duliganti Santhosh Reddy,Dentist,19.0,"BDS, MDS",0.0,200.0,DSR Sri Balaji Multispeciality LASER DENTAL HOSPITAL AND IMPLANT CENTRE,Manikonda,,,Hyderabad,200.0,
