,Unnamed: 0,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Recently Consulted for,Available From,Available Till,City,Unnamed: 0.1
1840,240,Dr. Fakhruddin,Orthopedist,15,MS - Orthopaedics,₹ 300,₹ 300,lifecare ortho clinic,George Town,,5:00 PM,9:00 PM,Chennai,
1841,241,Dr. Dinesh Loganathan,Orthopedist,11,"MS - Orthopaedics, Ortho One Orthopaedic Speciality Centre",₹ 200,₹ 150,,,,6:00 PM,9:00 PM,Chennai,
1842,242,Dr. A B Sridhar Balakrishnan,Orthopedist,,,₹ 500,₹ 400,APPASAMY HOSPITAL,Arumbakkam,,6:00 PM,7:30 PM,Chennai,
1843,243,Dr. Parasarann G,Orthopedist,2,M.S Orthopaedics,₹ 200,₹ 200,Healtree Multispeciality Hospital,Neelankarai,,4:00 PM,5:00 PM,Chennai,
1844,244,Dr. Govindaraj A B,Orthopedist,45,"MBBS, MS - Orthopaedics, FRCS",,,,,,2:00 PM,3:00 PM,Chennai,
1845,245,Dr. Ashok Kumar P S,Orthopedist,28,"MBBS, MS - Orthopaedics",₹ 800,,SIMS Hospital,Vadapalani,,9:00 AM,1:00 PM,Chennai,
1846,246,Dr. V.Vijay Narasimman Reddy,Orthopedist,28,"MBBS, MS - Orthopaedics, DNB - Orthopedics",₹ 400,,Sri PadmaPriya Hospital,Mogappair,,6:30 PM,7:30 PM,Chennai,
1847,247,Dr. Senthilbalan,Orthopedist,15,MBBS,₹ 200,,Dr.Senbalan's Ortho Clinic,Pallikaranai,,6:00 PM,9:00 PM,Chennai,
1848,248,Dr. Raj Kanna,Orthopedist,23,"MBBS, MS - Orthopaedics, DNB (Orthopedics)",₹ 500,,Dr. Raj Kannas Knee Clinic,Anna Nagar,,6:00 PM,9:00 PM,Chennai,
1849,249,Dr. K    Velmurugan,Orthopedist,27,,₹ 300,,Dr Vel's Ortho Clinic,Nanganallur,,6:00 PM,9:00 PM,Chennai,
1850,250,Dr Sujatha,Gynaecologist,28,"MBBS, DGO, Post Graduate Diploma in Diabetology (PGDD)",₹ 500,,Pristyn Care Clinic,Chennai,,9:00 AM,2:31 PM,Chennai,
1851,251,Dr. Shreyaa Sriram,Gynaecologist,,,,,,,,3:00 PM,9:00 PM,Chennai,
1852,252,Dr. Agila,Gynaecologist,,,₹ 300,₹ 250,M.R hospital,Aminjikarai,,6:30 PM,7:30 PM,Chennai,
1853,253,Dr. Aakash Fertility Centre & Hospital,Gynaecologist,38,Sexologist,,₹ 400,Dr. Kamaraj Hospital For Men's Health,Vadapalani,"Fertility, Male Sexual Problems Treatment, Erectile Dysfunction",4:00 PM,4:00 PM,Chennai,
1854,254,Dr. Chinthu Madeswaran,Gynaecologist,12,"MBBS, DGO",₹ 500,₹ 500,Maaya Women's Hospital & Fertility Centre,Kolathur,,4:00 PM,10:00 PM,Chennai,
1855,255,Dr. Inthu M,Gynaecologist,13,"MBBS, M.S Obstetrics & Gynaecology, F.MAS Fellowship In Minimal Access Surgery, D. MAS Dip...read more",₹ 500,₹ 500,Maaya Speciality Hospitals,Kolathur,,7:00 AM,11:00 PM,Chennai,
1856,256,Dr. K S Jeyarani Kamaraj,Gynaecologist,30,"MBBS, DGO - Gynecology & Obstetrics, MD - Obstetrtics & Gynaecology",₹ 600,,Aakash Fertility Centre & Hospital,Vadapalani,"Irregular Periods, Trying to Conceive, Polycystic Ovary SyndromeNext ",11:30 AM,7:30 PM,Chennai,
1857,257,Dr. Parimalam Ramanathan,Gynaecologist,30,"FRCOG (London) (Fellow Of Royal College Of Obstetricians & Gynaecologists), Certificate Of...read more",₹ 700,₹ 250,London Harley Street Women & Fertility Centre,Perungudi,"No Periods, Irregular Periods, Polycystic Ovary Syndrome",10:30 AM,1:30 PM,Chennai,
1858,258,Dr. Bhavna Mehta,Gynaecologist,31,"DGO, MBBS",₹ 600,₹ 500,Murugan Hospital,Kilpauk,"No Periods, Irregular Periods, InfertilityNext ",11:30 AM,12:30 PM,Chennai,
1859,259,Dr. Preethi P,Gynaecologist,34,"MBBS, DGO - Gynaecologist & Obstetrician, Diploma in Advanced Gynaec Laparoscopic Surgery",₹ 700,₹ 700,Prime OBG Women Speciality - Thiruvanmiyur,Thiruvanmiyur,,10:00 AM,2:00 PM,Chennai,
1860,260,Dr. Sujatha Rajnikanth,Gynaecologist,24,"MBBS, DNB (Obstetrics & Gynecology), Tobacco Cessation Specialist, Counselling Psychologis...read more",₹ 600,₹ 400,Velvom,Mogappair East,"Vaginoplasty Treatment, Pap Smear, Hymenoplasty TreatmentNext ",11:00 AM,4:00 PM,Chennai,
1861,261,Dr. K M Kundavi Shankar,Gynaecologist,37,"MBBS, Diploma in Obstetrics & Gynaecology, DNB (Obstetrics and Gynecology), MNAMS (Members...read more",,,,,"Pregnancy, AbortionNext ",8:30 AM,5:00 PM,Chennai,
1862,262,Dr. Shantha Rama Rao,Gynaecologist,49,"MD - Obstetrtics & Gynaecology, DGO, MBBS, Fellowship  certificate in DIABETOLOGY",₹ 500,₹ 500,Thulasi Krishna Nursing Home,Kodambakkam,,11:30 AM,7:30 PM,Chennai,
1863,263,Dr. Dhwaraga Jeyaraman,Gynaecologist,20,"MBBS, DGO, MS - Obstetrics and Gynaecology",₹ 600,₹ 500,SURABHI WOMEN'S CLINIC,Chennai,,5:00 PM,8:00 PM,Chennai,
1864,264,Dr. Gowri Meena,Gynaecologist,20,"MRCOG, DNB (Obstetrics and Gynecology), MD",,,,,PregnancyNext ,9:30 AM,12:30 PM,Chennai,
1865,265,Dr. Thamarai,Gynaecologist,27,"MBBS, DGO",₹ 400,₹ 300,Prolife Obstetrics & Gynaecology Clinic & Scan,Manapakkam,,10:30 AM,12:30 PM,Chennai,
1866,266,Dr. Ramapraba Subburam,Gynaecologist,12,"MBBS, MS - Obstetrics and Gynaecology",₹ 300,₹ 400,VARAMM HEALTHCARE PVT LTD,Anna Nagar,,10:00 AM,1:00 PM,Chennai,
1867,267,Dr. Havila Sravanthi,Gynaecologist,15,"MBBS, Diploma in Obstetrics & Gynaecology, DNB (Obstetrics and Gynecology)sund, Fellowship...read more",,,,,,12:30 PM,2:00 PM,Chennai,
1868,268,Dr. Niveditha K J,Gynaecologist,10,"MBBS, MS - Obstetrics & Gynaecology",₹ 600,₹ 500,Aakash Fertility Centre & Hospital,Vadapalani,,11:00 AM,9:00 PM,Chennai,
1869,269,Dr. Deepa Ganesh,Gynaecologist,23,,,,,,"Polycystic Ovary Syndrome, Irregular Periods, PregnancyNext ",4:00 PM,7:00 PM,Chennai,
1870,270,Dr. Lavangi Sudhakar,Gynaecologist,54,MBBS,₹ 200,,SP Hospital,Adambakkam,,9:00 AM,11:00 AM,Chennai,
1871,271,Dr. Aishwarya A,Gynaecologist,11,"MS - Obstetrics and Gynaecology, DNB (Obstetrics and Gynecology), MBBS",₹ 500,₹ 250,Aval Women Care,Besant Nagar,,5:00 PM,9:00 PM,Chennai,
1872,272,Dr. Sivakami Gopinath,Gynaecologist,42,"MBBS, DGO",₹ 800,,SIMS Hospital     (On Call),Vadapalani,,10:30 AM,4:00 PM,Chennai,
1873,273,Dr. Chandralekha,Gynaecologist,38,"MS - Obstetrics and Gynaecology, MBBS",₹ 800,,Iswarya Women's Hospital and Fertility Centre    (On Call),Kasturbai Nagar,"No Periods, Delivery, PregnancyNext ",10:00 AM,4:00 PM,Chennai,
1874,274,Dr. Meenakshi Balasubramanian,Gynaecologist,18,"MBBS, DGO",₹ 600,₹ 500,KRIA Women's Clinic,Adyar,,4:00 PM,7:00 PM,Chennai,
1875,275,Dr. Arun Muthuvel,Gynaecologist,13,"MCH - Reproductive Medicine & Surgery, MS - Obstetrics & Gynaecology",₹ 550,₹ 200,Iswarya Fertility centre,Adyar,,11:00 AM,12:00 PM,Chennai,
1876,276,Dr. K S Ramya,Gynaecologist,19,"MS - Obstetrics and Gynaecology, DGO, MBBS",₹ 500,₹ 300,Diya Specialty Clinic,Velachery,,5:00 PM,8:00 PM,Chennai,
1877,277,Dr. Abdul Basith,Gynaecologist,14,"MBBS, MD - Obstetrtics & Gynaecology",₹ 500,₹ 100,Premier Plus Clinic,Chennai,PregnancyNext ,7:00 PM,8:30 PM,Chennai,
1878,278,Dr. Shiva Singh Shekhawat,Gynaecologist,20,"MBBS, DGO, DNB, CIMP, Fellowship In Minimal Access Surgery, Diploma In Minimal Access Surg...read more",,,,,"Pregnancy Symptoms, Delivery, Pregnancy",8:00 AM,10:00 AM,Chennai,
1879,279,Dr. Aruna Ashok,Gynaecologist,20,"Infertility Specialist, MS - Obstetrics and Gynaecology, MBBS",₹ 250,,Metro Speciality Clinic,R A Puram,,4:30 PM,9:00 PM,Chennai,
1880,280,Dr. Premalatha Balachandran,Gynaecologist,25,"MBBS, DGO, MRCOG",₹ 400,,Dr.Prema's Women's Clinic,Adyar,,6:05 PM,9:00 PM,Chennai,
1881,281,Dr. Akhila Sangeetha Bhat,Gynaecologist,26,"MS - Obstetrics and Gynaecology, MBBS",₹ 900,,Dr Akhila Sangeetha Bhat Clinic,Kilpauk,"Irregular Periods, Abortion, No PeriodsNext ",1:00 PM,5:00 PM,Chennai,
1882,282,Dr. Mala Raj,Gynaecologist,32,"MBBS, Diploma in Obstetrics & Gynaecology, Diploma in Advanced Gynaec Laparoscopic Surgery...read more",₹ 500,,Firm Hospital -  Chennai,Chennai,,9:00 AM,8:00 PM,Chennai,
1883,283,Dr. Shaanthy Gunasingh,Gynaecologist,40,"MBBS, DGO, MD",₹ 500,₹ 500,Mangalam Healthcare and Dental Clinic,Mogappair West,,10:00 AM,1:00 PM,Chennai,
1884,284,Dr. Geetha Haripriya,Gynaecologist,44,"MBBS, DGO, MD - Obstetrics & Gynaecology",₹ 500,₹ 200,Prashanth Fertility Research centre,Chetpet,,11:00 AM,8:30 PM,Chennai,
1885,285,Dr. R S Krithika Devi,Gynaecologist,29,"MBBS, DGO",₹ 400,,Babu's Maternity Hospital,Tambaram,,8:00 AM,12:00 PM,Chennai,
1886,286,Dr. Kumari Anukriti,Gynaecologist,10,"MS - Obstetrics and Gynaecology, MBBS",₹ 600,₹ 400,WCF Hospitals,Chennai,,4:00 PM,6:00 PM,Chennai,
1887,287,Dr. M  Velrani,Gynaecologist,52,"MBBS, Diploma in Obstetrics & Gynaecology",₹ 500,,Subam Specality Hospital,Virugambakkam,"No Periods, Sexually Transmitted Disease (STD) Treatment, Pregnancy Query",6:30 PM,8:30 PM,Chennai,
1888,288,Dr. Thamarai,Gynaecologist,28,"MBBS, DGO",₹ 400,,Prolife Obstetrics And Gynaecology Clinic & Scans,Manapakkam,,8:00 AM,9:00 PM,Chennai,
1889,289,Oasis Fertility,Gynaecologist,,,₹ 700,,,,,9:00 AM,6:00 PM,Chennai,
1890,290,Srushti Fertility Centre & Women's Hospital,Gynaecologist,28,Best Fertility Centre In India,₹ 750,₹ 300,Srushti Fertility Centre & Women's Hospital,Ramapuram,Insemination,9:00 AM,9:00 PM,Chennai,
1891,291,Dr. Sahityalakshmi Manoharan,Gynaecologist,6,"MS - Obstetrics and Gynaecology, DNB (Obstetrics and Gynecology), Fellowship in Reproducti...read more",₹ 800,₹ 600,Kauvery Hospital,Vadapalani,,9:00 AM,4:00 PM,Chennai,
1892,292,Dr. Smisha,Gynaecologist,25,"MBBS, Diploma in Obstetrics & Gynaecology, DNB (Obstetrics and Gynecology), FNB Reproducti...read more",₹ 500,,Parvathi Nursing Home,K K Nagar,Ovarian Ablation,11:00 AM,2:00 PM,Chennai,
1893,293,Dr. M R  Monisha,Gynaecologist,16,"MBBS, MD - Obstetrics & Gynaecology",₹ 500,₹ 500,Mother's Care Clinic,Chennai,,12:30 PM,2:00 PM,Chennai,
1894,294,Dr. Kavitha Gautham,Gynaecologist,23,"MBBS, MD - Obstetrics & Gynaecology, Diploma in Radiation Medicine, FICOG, FIMSA",₹ 500,,Bloom Fertility & Healthcare,Velachery,,2:00 PM,4:00 PM,Chennai,
1895,295,Dr. Sadhana Srithar,Gynaecologist,32,"MBBS, DGO",₹ 300,,Sakthi Clinic,Chennai,,11:00 AM,1:00 PM,Chennai,
1896,296,Dr. Vidhya Selvam,Gynaecologist,14,"MBBS, MS - Obstetrics and Gynaecology, DNB (Obstetrics and Gynecology), MRCOG(UK), FMAS.Laparoscopy",₹ 300,,DeeGee Clinic,Chromepet,PregnancyNext ,6:30 PM,9:00 PM,Chennai,
1897,297,Dr. Anusuya M,Gynaecologist,44,"MBBS, MS - General Surgery, DGO",₹ 500,,Anjakha Multispeciality Hospital,Medavakkam,,5:00 PM,8:00 PM,Chennai,
1898,298,Dr. Aishwarya Parthasarathy,Gynaecologist,12,"MBBS Bachelor of Medicine and Bachelor of Surgery, MD Obstetrics and Gynecology , DNB (Obs...read more",₹ 400,₹ 300,A4 Fertility Center And Hospital,Virugambakkam,,5:00 PM,9:00 PM,Chennai,
1899,299,Dr. Dhivyambigai Rajendran,Gynaecologist,14,"MBBS, DNB - Obstetrics and Gynecology",₹ 500,₹ 250,VIBRANT SPECIALITY CLINIC,Chennai,,5:30 PM,8:30 PM,Chennai,
1900,300,Dr. Prof. Rajendra Prasath A,Homeopathy,19,"MD - Homeopathy - Practice of Medicine, BHMS",₹ 450,₹ 350,Newlife Homoeopathic Specialty Centre & Hospital,Puzhal,"Weight Loss, Hair Fall, Corn RemovalNext ",11:00 AM,3:00 PM,Chennai,
1901,301,Dr. Himani Negi,Homeopathy,12,BHMS,₹ 500,₹ 500,Dr. Himani Homoeocure,Medavakkam,"Erection Problems, Piles Treatment (Non Surgical), Hair Loss Treatment",5:00 PM,10:00 PM,Chennai,
1902,302,Dr. Lakshmipathy Prabhu,Homeopathy,17,"BHMS, MS (CR), PhD - Pharmacology",₹ 200,₹ 300,Shree Saravana Homeo Clinic,Chromepet,"Hair Loss, Hair Loss Treatment, Psoriasis TreatmentNext ",7:00 PM,9:00 PM,Chennai,
1903,303,Dr. Senthil Kumar Dhandapani,Homeopathy,24,"M.Phil - Psychology, MD - Alternate Medicine, M.Sc - Psychology, BHMS",₹ 500,₹ 600,Vivekananda Homeo Clinic & Psychological Counseling Center,Velachery,"Pcod Treatment, Constipation, Gastric ProblemNext ",10:00 AM,12:30 PM,Chennai,
1904,304,Dr. Narendar B,Homeopathy,22,"MD - Homeopathy, BHMS",₹ 500,,Dr Narenss Homoeopathy Clinic,Virugambakkam,Hair Fall,9:30 AM,1:00 PM,Chennai,
1905,305,Dr. Gokulakannan V,Homeopathy,15,"BHMS, MPH",₹ 200,₹ 100,DOCTOR G HOMEO CLINIC,Medavakkam,,6:00 PM,9:30 PM,Chennai,
1906,306,Dr. Rochas Berlin,Homeopathy,17,"BHMS, MSc COUNSELLING AND PSYCHOTHERAPY",₹ 500,₹ 600,Wellness care  Homoeo clinic,Porur,,10:00 AM,12:00 PM,Chennai,
1907,307,Dr. G.Nirmal Md,Homeopathy,22,"MD - Homeopathy, BHMS",₹ 500,₹ 350,Niveena Homoeo Clinic,Ayanavaram,,6:00 PM,9:00 PM,Chennai,
1908,308,Dr. Josy Joy A,Homeopathy,26,BHMS,₹ 200,₹ 200,,,"Skin Care, Hair RestorationNext ",10:30 AM,7:30 PM,Chennai,
1909,309,Dr. Dhivya,Homeopathy,14,BHMS,₹ 300,₹ 100,Dr.D's Homoeo Clinic,Velachery,,10:00 AM,1:00 PM,Chennai,
1910,310,Dr. Pushpa J,Homeopathy,19,BHMS,₹ 300,₹ 300,Pushpa Homoeo Clinic,Chennai,,5:00 PM,7:00 PM,Chennai,
1911,311,Dr. Ramesh Ram R P D,Homeopathy,21,BHMS,₹ 500,₹ 700,Vaasanthi Homeo Clinic,Mugalivakkam,"Gaining Weight, Asthma, Hair DiseaseNext ",8:00 AM,11:00 AM,Chennai,
1912,312,Dr. Gokulkannan,Homeopathy,15,"M.P.H, B.H.M.S",₹ 100,₹ 500,Dr. G Homeopathy Clinic,Medavakkam,,6:00 PM,9:00 PM,Chennai,
1913,313,Dr. Shanthaa Sheela,Homeopathy,18,BHMS,,₹ 600,Dr. Sheela Homeopathic Healthcare Clinic,Vengaivasal,,5:00 PM,8:00 PM,Chennai,
1914,314,Dr. Jayapradha T,Homeopathy,22,"BHMS, MBA, PGDHDM, Masters in Psychology",₹ 500,₹ 300,ECSTASY HEALTH CARE CLINIC,Chennai,,4:00 PM,9:00 PM,Chennai,
1915,315,Dr. Vinita G,Homeopathy,23,BHMS,₹ 500,₹ 300,Dr. Vinita Krishna's Homoeopathic Clinic,Nungambakkam,Premature EjaculationNext ,5:00 PM,8:00 PM,Chennai,
1916,316,Dr. Radha Reddy,Homeopathy,16,BHMS,₹ 300,₹ 500,Dr.Radha,Tambaram East,"Male Sexual Problems Treatment, Male Sexual Problems, HypertensionNext ",10:00 AM,1:00 PM,Chennai,
1917,317,Dr. Mathi,Homeopathy,15,BHMS,₹ 200,,All Cure Homeopathy,Velachery,,9:00 AM,8:00 PM,Chennai,
1918,318,Dr. Kairali Dileep,Homeopathy,39,DHMS (Diploma in Homeopathic Medicine and Surgery),₹ 200,₹ 300,Nandanam Homoeo Clinic,Avadi,Asthma,5:00 PM,8:00 PM,Chennai,
1919,319,Dr. Kannusamy Sundaram,Homeopathy,24,BHMS,₹ 300,₹ 300,Sastha Homeo clinic,Arumbakkam,,9:30 AM,1:00 PM,Chennai,
1920,320,Dr. D.Senthil Kumar,Homeopathy,24,BHMS,₹ 300,₹ 500,Vivekanantha Homeopathy Clinic,Velachery,,10:00 AM,2:30 PM,Chennai,
1921,321,Dr. Nritiya Dave,Homeopathy,,,,₹ 500,Revive homeo clinic,Purasaivakkam,,10:00 AM,8:00 PM,Chennai,
1922,322,Dr. Sundarapandiyaraj Sakkaravarthy,Homeopathy,9,"BHMS, Msc - Physiotherapist, M.D Homoeopathy",₹ 500,₹ 100,Al-Shifa Multi Speciality Clinic,Manali,,8:45 AM,1:00 PM,Chennai,
1923,323,Dr. Anita Aswini M.P,Homeopathy,19,BHMS,₹ 200,₹ 200,Dgm,Madambakkam,,11:00 AM,8:30 PM,Chennai,
1924,324,Dr. N.R.Jayakumar,Homeopathy,,,₹ 400,,Madan Homoeo Clinic & Pharmacy,Adambakkam,"Allergy Treatment, Allergy, AsthmaNext ",9:00 AM,1:00 PM,Chennai,
1925,325,Dr. Subhramita Panda,Homeopathy,23,BHMS,₹ 200,₹ 200,Dr. Meeta Homeopathy Clinic,Chennai,,5:00 PM,8:00 PM,Chennai,
1926,326,Dr. Gayathri Devi,Homeopathy,17,BHMS,₹ 100,₹ 100,Shirdi Homoeopathic Centre,Ayapakkam,,5:00 PM,8:00 PM,Chennai,
1927,327,Dr. Saravanan,Homeopathy,18,"BHMS, Diploma in Naturopathy & Yogic Science (DNYS), MD - Acupuncture",₹ 200,,Priyam Clinic,Tambaram East,,9:00 AM,2:00 PM,Chennai,
1928,328,Dr. Pooja Preethi,Homeopathy,6,BHMS,₹ 300,,Sugam Homeopathy Hospital,Tambaram,,1:00 PM,9:00 PM,Chennai,
1929,329,Dr. Harsha Mehta,Homeopathy,,,₹ 500,₹ 500,Dr. Harsha Mehta,Anna Nagar,,5:30 PM,7:30 PM,Chennai,
1930,330,Dr. Leo Laner Victor,Homeopathy,9,"BHMS, MD (Hom) Psychiatry",₹ 500,,Homoeopathy Cure Center,Chennai,,4:00 PM,9:30 PM,Chennai,
1931,331,Dr. Sanghvi's  Nature Clinic,Homeopathy,,,,₹ 350,Dr.Sanghvi's Nature clinic,Nungambakkam,,10:00 AM,7:00 PM,Chennai,
1932,332,Dr. Jayesh V. Sanghvi,Homeopathy,43,"DHMS, MD - Homeopathy",,₹ 350,Dr.Sanghvi's Nature clinic,Nungambakkam,,2:00 PM,6:00 PM,Chennai,
1933,333,Sneha Iyer,Homeopathy,4,BHMS,₹ 500,₹ 380,Visheshomeo,Rajakilpakkam,,9:00 AM,8:30 PM,Chennai,
1934,334,Dr. Basima Muassam,Homeopathy,13,BHMS,₹ 300,₹ 500,Naturo Shifa Homoeopathic Clinic,Maraimalai Nagar,"Allergy, Thyroid Problems Treatment, Weight LossNext ",8:00 PM,9:30 PM,Chennai,
1935,335,Dr. Shilpi Verma,Homeopathy,13,"BHMS, MSc COUNSELLING AND PSYCHOTHERAPY",₹ 300,₹ 600,dr shilpi verma,Chennai,,7:00 AM,7:00 PM,Chennai,
1936,336,Dr. Sadhana J,Homeopathy,,,₹ 250,₹ 150,mashan,Anna Nagar,,8:30 AM,2:30 PM,Chennai,
1937,337,Dr. Kannan,Homeopathy,29,BHMS,₹ 250,,Vaigai Homeo Clinic,K K Nagar,,5:00 PM,8:30 PM,Chennai,
1938,338,Dr. Jenny R,Homeopathy,17,"BHMS, MBA (Healthcare)",₹ 500,,Newlife Homoeopathic SpecialityCentre,Puzhal,,5:00 PM,9:00 PM,Chennai,
1939,339,Dr. Treesa V John,Homeopathy,17,"BHMS, M.Sc - Applied Psychology, Certificate in CBT",₹ 300,₹ 200,Dr Treesa’s Speciality Homeopathy,Velachery,,10:00 AM,12:00 PM,Chennai,
1940,340,Dr. R.  Vijay Kumar,Homeopathy,15,BHMS,₹ 600,,Vijay Homeo Clinic,Chennai,,10:00 AM,1:00 PM,Chennai,
1941,341,Dr. Sharadhakumari George,Homeopathy,42,DHMS (Diploma in Homeopathic Medicine and Surgery),₹ 500,,Dr. Sharadha Kumari Homeopathy,Chennai,,4:00 PM,9:00 PM,Chennai,
1942,342,Joy Selin,Homeopathy,8,BHMS,,₹ 150,Joy Homoeo Care,Chennai,,,,Chennai,
1943,343,Dr. V. Rajeswari,Homeopathy,15,BHMS,₹ 200,,N Homoeopathy Clinic,Velachery,,9:30 AM,10:00 PM,Chennai,
1944,344,Dr. L Kannan,Homeopathy,34,BHMS,₹ 200,,Vaigai Homeo Clinic,K K Nagar,,5:00 PM,9:30 PM,Chennai,
1945,345,Dr. Eashwar Hariharan,Homeopathy,11,,,,,,,10:00 AM,8:00 PM,Chennai,
1946,346,Dr. Maheshwari Sampath,Homeopathy,3,BHMS,₹ 200,,VRN homeopathy Clinic,Padur,,6:30 PM,9:00 AM,Chennai,
1947,347,Dr. Sathya Moorthi,Homeopathy,16,BHMS,₹ 150,,Kanmani Homeo Clinic,Nanganallur,,6:00 PM,9:30 PM,Chennai,
1948,348,Dr. Balasubramaniyan,Homeopathy,12,BHMS,₹ 200,,Divyam Homeo Clinic,Chennai,,9:30 AM,1:00 PM,Chennai,
1949,349,Dr. Latha Suresh,Homeopathy,33,BHMS,,,,,,10:00 AM,7:00 PM,Chennai,
1950,350,Ms. Sripriya V,Psychologist,11,"Diploma in Mental Health Counseling, Msc Psychology",₹ 800,,₹ 1,000 onlineSri Singhvi Health Center- Purasaiwakkam,,9:00 AM,12:00 PM,Chennai,
1951,351,Ms. Sneha Hindocha,Psychologist,18,"M.Sc Applied Child Psychology, M.Sc In Counselling Psychology, B.Sc Psychology, M.Sc Appli...read more",,,,,,10:00 AM,8:00 PM,Chennai,
1952,352,Ms. Hemamalini Lakshminarasimhan,Psychologist,13,MS - Psychotherapy & Counselling,₹ 800,₹ 300,Sadbhava Counselling and Training Services,Anna Nagar,"Depression, Behaviour and Thought Problems, Stress Treatment",10:00 AM,2:00 PM,Chennai,
1953,353,Ms. Mufina,Psychologist,6,"M.Sc.Counselling Psychology, Diploma in Mental Health, Diploma in Business and Managerial ...read more",₹ 600,₹ 249,MIND SERENITY,Chennai,,4:00 PM,5:30 PM,Chennai,
1954,354,Mr. Rajendran,Psychologist,15,"M.Sc.,",₹ 200,₹ 100,Psychologist Rajendran,Chennai,"Anger Management, Behaviour and Thought Problems",10:30 AM,4:30 PM,Chennai,
1955,355,Dr. Latha Janaki R,Psychologist,18,"Ph.D Pyschology, M.Phil - Psychology, MS - Counselling and Psychotherapy, MS Psychology",,,,,"Psychotherapy, Behaviour and Thought Problems, Marriage CounsellingNext ",11:00 AM,2:00 PM,Chennai,
1956,356,Dr. P Tsunderam,Psychologist,27,"MS (Counselling & Psychotherapy), Ph D ( NLP)",₹ 500,,₹ 1,000 onlineMind Re-store Psychological Testing & Counselling Centre,"Premature Ejaculation, Anxiety, Depression",7:00 PM,10:00 PM,Chennai,
1957,357,Dr. Hema Karthik,Psychologist,13,"PhD - Psychology, LLB, DM - Child And Adolescent Psychiatry",,,,,"Stress Treatment, Behaviour and Thought ProblemsNext ",12:00 PM,9:00 PM,Chennai,
1958,358,Ms. Muthulakshmi Balasubramanian,Psychologist,8,"M.Sc (Psy.), B.Sc Psychology, Post graduation in counseling and family therapy",₹ 500,₹ 450,Online / Onsiteconsultation,sholinganallur,,10:30 AM,7:00 PM,Chennai,
1959,359,Dr. Lakshmi T K,Psychologist,18,"M.Sc - Psychotherapy, M.Phil - Psychology, Phd - Psychology",₹ 650,,₹ 7,000 onlineThe Mind Care Center For Mental Health,,10:00 AM,7:30 PM,Chennai,
1960,360,Dr. Smitha Anandhan,Psychologist,24,"Bachelor of Occupational Therapy (BOT), MSc - Psychotherapy",,,,,,10:00 AM,1:00 PM,Chennai,
1961,361,Dr. Abilasha,Psychologist,16,Ph. D - Psychology,₹ 0,,Dr.Abilasha,Anna Nagar,,10:00 AM,9:00 PM,Chennai,
1962,362,Dr. Mini Rao,Psychologist,28,...,,,,,,10:00 AM,8:00 PM,Chennai,
1963,363,Mr. Simhan Ln,Psychologist,12,"M Phil Psychology, M Sc Applied Psychology",₹ 500,₹ 300,FnX Fitness Studio 4 Mind,Ramapuram,,9:00 AM,11:00 AM,Chennai,
1964,364,Dr. Manuja,Psychologist,14,M.Sc,₹ 500,,₹ 1,000 onlineWisdom Counseling Psychotherapy Centre,,9:00 AM,5:00 PM,Chennai,
1965,365,Mrs. Lekha Edwin,Psychologist,9,M. Sc Psychology,,,,,,9:00 AM,9:00 PM,Chennai,
1966,366,Ms. Vijayalakshmi Rozario,Psychologist,,,,,,,,4:00 PM,9:00 PM,Chennai,
1967,367,Ms. Vanitha Nandhan,Psychologist,11,M.Phill,₹ 300,,TEMPZ Psychological Clinical Lab,Mogappair,"Depression, Stress Treatment, Behaviour and Thought Problems",5:30 PM,9:00 PM,Chennai,
1968,368,Mr. Joe Nathan,Psychologist,6,"Diploma in Mental Health Care & Counseling, PhD Anthropology, PG Diploma in Applied Buddhi...read more",,,,,,9:00 AM,8:30 PM,Chennai,
1969,369,Ms. Getsy Solomon,Psychologist,,,,,,,,10:00 AM,10:00 PM,Chennai,
1970,370,Dr. Parimal Pandit,Psychologist,30,MA - Clinic Psychology,,₹ 350,Tharu Clinic,Chennai,,11:00 AM,4:00 PM,Chennai,
1971,371,Dr. Kalpana Suryakumar,Psychologist,21,MSc Guidance & Counseling,₹ 750,,MANAS Counseling Services,Chennai,"Marriage Counselling, Behaviour and Thought Problems",,,Chennai,
1972,372,Dr. T Santhanam,Psychologist,35,PHD Psychology,₹ 800,,Vigneshwara Counselling and Psychological Clinic,Velachery,,10:00 AM,9:00 PM,Chennai,
1973,373,Mr. A.K Saravanan,Psychologist,16,"MSC in Psychology, Master in yoga (MY)",,,,,,9:00 AM,6:00 PM,Chennai,
1974,374,Dr. Srinivasarengan,Psychologist,11,"MSc, (PhD),PGDGC, DCMH( NIMHANS)",,,,,,10:00 AM,1:00 PM,Chennai,
1975,375,Dr. Aadarsh Vivek Mitra Bds Msc,Psychologist,,,,,,,,6:00 PM,8:00 PM,Chennai,
1976,376,Mr. Rohit Ramachandran,Psychologist,7,"Bachelor of Science (Psychology), Master of Science (Counseling & Psychotherapy), Master o...read more",,,,,,,,Chennai,
1977,377,Dr. Suryakumar Rajarathnam,Psychologist,,,,,,,,10:00 AM,7:00 PM,Chennai,
1978,378,Ms. A. Radhika Inuganti,Psychologist,29,,,,,,Adult Counselling,,,Chennai,
